ID,Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,Target
1613,20,,123536, Some-college,10, Never-married,, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0
1615,49, Private,149337, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
1617,65, Private,173483, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,0
1619,47, Private,182177, Some-college,10, Divorced, Protective-serv, Unmarried, White, Female,0,0,23, United-States,0
1620,24, Private,109414, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,20, India,0
1621,55, Self-emp-inc,150917, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,1
1622,61, Self-emp-not-inc,39128, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
1624,64, Private,110212, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,0
1626,21,,113760, HS-grad,9, Never-married,, Own-child, White, Female,0,0,40, United-States,0
1628,25, Private,306908, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
1629,41, Self-emp-not-inc,263871, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,0
1631,21, Private,174063, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
1633,47, Private,275867, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
1635,32, Local-gov,210448, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0
1637,26, State-gov,205333, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States,0
1639,27, Private,153589, 9th,5, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
1640,29, Local-gov,149988, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
1642,23,,194096, Some-college,10, Never-married,, Own-child, White, Female,0,0,30, United-States,0
1643,39, Private,44041, Assoc-acdm,12, Married-spouse-absent, Adm-clerical, Other-relative, White, Male,0,0,60, United-States,0
1644,22, Private,208946, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,30,,0
1645,47, Private,202117, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,37, United-States,0
1647,35, Private,215419, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,0
1648,20, Private,175069, Some-college,10, Never-married, Sales, Own-child, White, Male,1055,0,30, United-States,0
1649,36, Federal-gov,20469, HS-grad,9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
1650,52, Private,254680, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,99, United-States,0
1652,33, Private,178463, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
1653,18, Private,229296, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,0
1654,38, Private,179352, Assoc-acdm,12, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
1656,30, Private,156015, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
1657,35, State-gov,308945, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,1
1659,20, Private,332689, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,0
1661,19, Private,50941, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,0
1664,44, Private,162372, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Puerto-Rico,0
1666,36,,157278, Some-college,10, Never-married,, Not-in-family, White, Female,0,0,40, United-States,0
1670,40, State-gov,23037, Some-college,10, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,84, United-States,0
1671,20, Self-emp-not-inc,176321, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
1672,47, Private,105449, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,1
1673,41, Private,157217, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
1674,47, Federal-gov,382532, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States,1
1675,23, Private,250918, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States,0
1677,37, Self-emp-not-inc,200352, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
1682,22,,261881, 11th,7, Never-married,, Other-relative, Black, Female,0,0,15, United-States,0
1683,26, Private,427744, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
1684,33, Self-emp-not-inc,100580, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,10, United-States,0
1686,37, State-gov,272471, Some-college,10, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States,0
1687,30, Private,259058, Masters,14, Divorced, Prof-specialty, Unmarried, White, Male,0,1726,40, United-States,0
1688,41, Private,112656, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0
1690,47, Federal-gov,26145, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
1691,24, Private,314440, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
1692,39, Private,57691, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Male,0,2258,70, United-States,0
1696,67, Private,169435, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
1698,69, Private,31501, Assoc-voc,11, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
1699,34, Private,223327, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,1672,42, United-States,0
1701,22,,191561, Some-college,10, Married-civ-spouse,, Wife, White, Female,0,0,30, United-States,0
1702,47, Private,245724, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
1704,23, Private,140764, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,1590,40, United-States,0
1705,41, Self-emp-not-inc,189941, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
1708,34, Private,211051, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
1710,46, Self-emp-not-inc,27847, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,1
1713,32, Self-emp-inc,235847, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,52, United-States,0
1716,48, Federal-gov,72808, 11th,7, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States,0
1722,36, Private,130808, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
1723,19, Private,351757, 10th,6, Never-married, Other-service, Unmarried, White, Male,0,0,30, El-Salvador,0
1724,24, Self-emp-not-inc,345420, 7th-8th,4, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States,0
1725,52, Private,220984, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
1726,28, Private,236834, 9th,5, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,35, Mexico,0
1727,42, Private,153489, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
1728,25, Private,330850, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States,0
1731,20, Private,92863, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
1733,46, Private,40666, Bachelors,13, Divorced, Exec-managerial, Other-relative, White, Male,0,0,40, United-States,0
1736,41, Private,112763, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,0
1737,66, Self-emp-not-inc,219220, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,2653,0,40, United-States,0
1738,38, State-gov,168223, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
1740,39, Private,167482, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
1743,27, Private,62082, Bachelors,13, Never-married, Sales, Own-child, Other, Male,0,0,38, United-States,0
1744,29, Private,149902, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States,0
1747,62,,119986, Bachelors,13, Married-civ-spouse,, Husband, White, Male,0,0,60, United-States,1
1750,27, Private,56299, 11th,7, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,0
1751,53,,394690, Some-college,10, Married-civ-spouse,, Wife, White, Female,0,0,5, United-States,0
1752,29, Private,208406, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
1753,62, Private,165827, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
1754,72, Private,249559, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,25, United-States,0
1755,27, Private,151382, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
1757,27, Private,57092, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
1758,49, Private,116927, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,0
1760,52, Self-emp-inc,229259, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
1763,55, Private,169276, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States,0
1765,45, Private,302677, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,1340,50, United-States,0
1766,35, Private,235485, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
1767,21, Private,91189, Some-college,10, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States,0
1768,54, Federal-gov,149596, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States,0
1769,19, Private,89211, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
1771,41, Private,213351, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
1773,56, Private,128696, 11th,7, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, United-States,0
1774,49, Private,141069, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
1775,17,,347248, 10th,6, Never-married,, Own-child, White, Female,0,0,20, United-States,0
1776,45, Private,176947, 7th-8th,4, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
1777,46, Private,274200, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,0
1778,39, Private,94036, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
1782,46, Private,235646, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
1786,26, Federal-gov,337575, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
1787,47, Self-emp-inc,308241, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0
1789,23, Private,298623, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States,0
1790,65, Private,270935, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,55, United-States,0
1792,19,,341631, HS-grad,9, Never-married,, Other-relative, White, Female,0,0,25, United-States,0
1793,35, Private,233786, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
1795,36, State-gov,183279, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States,0
1798,45, Private,184070, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,0
1800,20, Private,41356, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
1801,51, Private,145409, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,,1
1802,24,,287413, HS-grad,9, Never-married,, Not-in-family, Black, Male,0,0,60, United-States,0
1806,30, Private,193246, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
1807,68, State-gov,420526, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,5, United-States,0
1810,49, Private,107009, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Portugal,0
1813,40, Private,179524, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
1814,23,,473206, HS-grad,9, Never-married,, Own-child, Black, Male,0,0,32, United-States,0
1817,48, Private,158685, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States,0
1818,56, Self-emp-inc,76534, HS-grad,9, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,21, China,0
1823,58, Private,223214, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,,1
1824,40, Private,79488, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
1827,58, Private,205737, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
1833,73,,99349, Bachelors,13, Widowed,, Not-in-family, White, Female,0,0,15, United-States,0
1834,56, Federal-gov,338242, Assoc-voc,11, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
1835,83,,29702, 7th-8th,4, Married-civ-spouse,, Husband, White, Male,0,0,20, United-States,0
1838,41,,133456, Assoc-acdm,12, Widowed,, Not-in-family, White, Female,0,0,50, United-States,0
1839,32, Private,79586, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,1
1841,35, Private,123809, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,35, United-States,1
1843,48, Private,151584, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,46, United-States,0
1844,42, Private,303725, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,0
1846,20, Local-gov,224229, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States,0
1850,47, Private,332465, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
1851,28, Private,165218, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States,0
1852,20, Private,34506, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,0
1853,30, Local-gov,79190, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
1854,48, Self-emp-not-inc,79001, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
1856,57, Federal-gov,40103, 10th,6, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0
1857,24, Self-emp-inc,145964, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States,0
1859,67, Local-gov,272587, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,1086,0,15, United-States,0
1860,22, Private,220993, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
1861,20, Private,88676, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
1862,29, Private,185386, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,42, Mexico,0
1864,20,,203353, Some-college,10, Never-married,, Own-child, White, Female,0,0,40, United-States,0
1865,30, Private,100734, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
1866,32, State-gov,181119, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
1870,48, Private,102202, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States,0
1871,38, Private,249720, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,0
1873,22, Private,266780, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,24, United-States,0
1874,17, Private,173740, 10th,6, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States,0
1875,44, Private,40024, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States,1
1877,18, Private,175752, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,0
1878,37, Private,202662, 10th,6, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
1879,26, Private,167350, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,0
1880,43, Private,412379, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,28, United-States,0
1881,23, Self-emp-not-inc,121568, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1504,40, United-States,0
1882,43, Private,56651, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
1884,34, Private,144949, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,0
1885,42, Private,234633, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
1886,22, Private,147397, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,44, United-States,0
1887,38, Private,247547, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
1888,35, Private,266645, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
1889,39, Private,154897, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States,0
1890,44, Private,112507, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
1891,45, Federal-gov,110884, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,45, India,1
1892,25, Private,151588, Some-college,10, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, United-States,0
1893,54, Local-gov,217210, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1887,38, United-States,1
1894,22,,185357, Some-college,10, Never-married,, Own-child, White, Male,0,0,50, United-States,0
1895,47, Private,139701, 5th-6th,3, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Dominican-Republic,0
1898,66, Self-emp-not-inc,252842, HS-grad,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,20, United-States,0
1899,58, Private,106707, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States,0
1900,25, Private,149486, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States,0
1902,51, Self-emp-not-inc,22154, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
1904,20, Private,228686, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
1906,23, Federal-gov,361278, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States,0
1910,75, Private,233362, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
1911,36, Self-emp-inc,141609, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
1912,51, Private,179479, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,3325,0,40, Yugoslavia,0
1913,32, Private,193565, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
1914,20, Private,314539, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
1918,41, Private,117747, Bachelors,13, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam,0
1919,56, Private,331569, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,0,0,36, United-States,0
1922,31, Private,137076, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
1923,20, Private,223811, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,23, United-States,0
1929,29, Private,328981, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,0
1930,29, Self-emp-not-inc,75435, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
1931,53, Private,116288, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
1932,43, Federal-gov,136105, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,1848,40, United-States,1
1935,37, Private,193106, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0
1936,37, Private,117528, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
1937,41, Private,194537, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
1942,49, Federal-gov,106207, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
1943,61, Private,187135, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,56, United-States,0
1944,44, Private,231793, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,52, United-States,0
1945,20,,228326, Some-college,10, Never-married,, Own-child, White, Male,0,0,60, United-States,0
1947,29, Local-gov,211032, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States,1
1948,51, Local-gov,125796, 11th,7, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States,0
1949,19, Private,29526, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States,0
1953,44, Private,402718, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico,0
1954,37, Self-emp-inc,98360, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
1958,56, Private,204745, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,3325,0,45, United-States,0
1959,58, Private,152874, Some-college,10, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
1960,20, Private,139715, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,0
1962,26, Private,156848, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
1963,42, Private,40151, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
1964,24, Private,50648, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States,0
1966,19, Local-gov,91571, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States,0
1967,21, Private,227220, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,33, United-States,0
1968,43, State-gov,344519, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
1969,20, Private,133061, Some-college,10, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States,0
1972,46, Self-emp-inc,168211, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,60, United-States,0
1973,54, Local-gov,220054, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States,1
1974,43, Self-emp-inc,405601, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
1976,47, Local-gov,202606, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
1978,20, Private,24274, HS-grad,9, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States,0
1982,53, State-gov,94186, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,37, United-States,0
1983,68,,110931, HS-grad,9, Widowed,, Not-in-family, White, Female,0,0,32, United-States,0
1984,46, Local-gov,66934, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States,0
1985,32, Self-emp-inc,196385, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
1986,42, Private,47012, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
1989,23, Private,320294, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,0
1990,27, Private,247102, 10th,6, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
1991,65, Private,155632, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States,0
1992,22, Self-emp-inc,120753, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,50, United-States,0
1995,44, Private,84141, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,65, United-States,0
1996,35, Private,237943, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
2001,53, Private,283079, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0
2002,41, Private,109969, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
2003,65, Private,146159, 7th-8th,4, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,1668,31, United-States,0
2004,22, State-gov,247319, Some-college,10, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States,0
2006,21, Private,123868, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
2008,24, Private,112137, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,50, South,0
2011,18, Private,187221, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,12, El-Salvador,0
2012,62, Private,343982, 10th,6, Widowed, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
2014,41, Private,150011, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
2015,28, Private,107812, 9th,5, Never-married, Transport-moving, Not-in-family, White, Male,6849,0,35, United-States,0
2019,34, Private,112115, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States,0
2020,21, Local-gov,185279, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,0
2021,60, Private,194980, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States,0
2022,28, Private,189530, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,0
2023,32, Self-emp-not-inc,38158, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,70, United-States,1
2024,55,,246219, 7th-8th,4, Married-civ-spouse,, Husband, White, Male,2105,0,40, United-States,0
2026,48, Private,300851, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,56, United-States,0
2028,40, Private,83827, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, England,0
2029,44, Private,112847, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,0
2032,40, Private,171888, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States,1
2033,30, Private,45427, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States,0
